SWIA_vel_x_b,SWIA_vel_x_e,temp_b,temp_e,density_b,density_e,mag_b,mag_e,f107_b,f107_e,pdyn_b,pdyn_e,begin,end
-320.5,-157.0,181.09099999999998,167.01,3.435,3.435,3.2110000000000003,3.2110000000000003,42.778999999999996,42.778999999999996,0.447,0.447,2015-10-22T19:38:52,2015-10-22T19:47:44
-680.0,-214.0,81.196,77.165,6.09,6.09,3.662,3.662,40.73,40.73,1.7819999999999998,1.7819999999999998,2015-10-23T22:42:16,2015-10-23T22:48:24
-245.5,-99.1,181.606,183.64,,,3.714,3.714,40.719,40.719,1.775,1.775,2015-10-23T23:00:12,2015-10-23T23:10:00
-209.0,-256.0,93.726,189.273,,,7.78,7.78,40.729,40.729,1.7790000000000001,1.7790000000000001,2015-10-23T22:51:14,2015-10-23T22:59:12
-339.0,-243.5,12.309000000000001,139.859,,,7.841,7.841,37.672,37.672,0.6920000000000001,0.6920000000000001,2015-10-24T07:54:56,2015-10-24T08:00:12
-271.0,-146.0,194.09599999999998,118.626,3.13,3.13,3.2939999999999996,3.2939999999999996,37.64,37.64,0.461,0.461,2015-10-25T06:44:56,2015-10-25T06:55:16
-263.5,-154.0,140.319,143.942,,,3.551,3.551,37.628,37.628,0.436,0.436,2015-10-25T15:56:12,2015-10-25T16:05:44
-305.0,-167.0,8.01,72.497,5.02,5.02,2.5660000000000003,2.5660000000000003,37.622,37.622,0.39299999999999996,0.39299999999999996,2015-10-25T20:04:32,2015-10-25T20:08:32
-292.5,-263.0,7.257999999999999,20.641,,,4.602,4.602,37.622,37.622,0.38299999999999995,0.38299999999999995,2015-10-25T20:15:24,2015-10-25T20:18:24
-188.0,-249.0,79.627,104.079,,,7.386,7.386,37.622,37.622,0.38799999999999996,0.38799999999999996,2015-10-25T20:09:58,2015-10-25T20:13:28
-283.0,-260.0,45.883,62.104,,,7.358,7.358,37.509,37.509,0.22399999999999998,0.22399999999999998,2015-10-26T00:22:32,2015-10-26T00:24:04
-209.0,-153.5,83.365,60.25899999999999,,,7.593,7.593,37.496,37.496,0.342,0.342,2015-10-26T10:01:24,2015-10-26T10:07:32
-359.0,-251.5,120.95700000000001,112.06,,,3.9139999999999997,3.9139999999999997,38.818000000000005,38.818000000000005,0.5479999999999999,0.5479999999999999,2015-10-27T12:56:56,2015-10-27T13:05:08
-288.0,-169.0,140.911,125.15299999999999,,,4.55,4.55,38.811,38.811,0.38299999999999995,0.38299999999999995,2015-10-27T17:56:00,2015-10-27T18:09:56
-304.5,-305.0,29.24,26.476,,,8.959,8.959,38.806,38.806,0.48,0.48,2015-10-27T21:57:48,2015-10-27T22:02:44
-326.5,-338.0,232.595,202.683,5.33,5.33,4.053999999999999,4.053999999999999,42.583,42.583,0.905,0.905,2015-10-30T04:56:44,2015-10-30T04:57:04
-341.5,-215.0,186.89700000000002,172.063,4.49,4.49,4.322,4.322,42.583,42.583,0.904,0.904,2015-10-30T04:57:24,2015-10-30T05:02:24
-338.0,-300.0,202.683,167.09099999999998,5.56,5.56,3.991,3.991,42.583,42.583,0.904,0.904,2015-10-30T04:57:04,2015-10-30T04:59:44
-315.0,-248.0,167.097,117.686,4.185,4.185,3.377,3.377,42.57,42.57,0.11900000000000001,0.11900000000000001,2015-10-30T13:51:56,2015-10-30T13:56:48
-368.0,-148.5,196.832,173.722,,,3.613,3.613,42.41,42.41,0.191,0.191,2015-10-30T23:08:52,2015-10-30T23:25:08
-271.0,-226.5,232.30700000000002,188.718,4.605,4.605,6.888,6.888,41.555,41.555,0.175,0.175,2015-10-31T03:36:20,2015-10-31T03:39:56
-515.0,-178.5,68.12,192.975,,,1.206,1.206,41.543,41.543,0.552,0.552,2015-10-31T12:41:40,2015-10-31T12:51:48
-221.5,-92.7,236.137,254.87599999999998,5.61,5.61,2.115,2.115,41.542,41.542,0.561,0.561,2015-10-31T13:02:28,2015-10-31T13:06:32
-166.0,-151.45,158.101,301.64599999999996,,,7.497000000000001,7.497000000000001,41.542,41.542,0.557,0.557,2015-10-31T12:52:04,2015-10-31T12:59:10
-283.5,-217.0,141.2,181.25099999999998,3.14,3.14,4.408,4.408,41.537,41.537,0.46799999999999997,0.46799999999999997,2015-10-31T17:12:52,2015-10-31T17:17:20
-311.0,-162.0,205.793,103.095,3.41,3.41,2.9010000000000002,2.9010000000000002,41.531000000000006,41.531000000000006,0.442,0.442,2015-10-31T21:46:00,2015-10-31T21:53:28
-335.0,-237.0,114.583,115.559,,,4.712,4.712,43.535,43.535,1.3230000000000002,1.3230000000000002,2015-11-01T15:58:36,2015-11-01T16:08:00
-456.0,-367.0,27.789,41.03,5.21,5.21,5.394,5.394,42.705,42.705,2.338,2.338,2015-11-02T00:37:28,2015-11-02T00:43:00
-432.0,-295.5,256.496,144.561,,,4.005,4.005,42.705,42.705,2.193,2.193,2015-11-02T00:51:28,2015-11-02T00:58:12
-326.5,-413.0,52.458999999999996,338.209,,,16.134,16.134,42.705,42.705,2.265,2.265,2015-11-02T00:44:28,2015-11-02T00:50:36
-414.0,-213.5,87.40299999999999,99.54899999999999,,,5.5120000000000005,5.5120000000000005,42.699,42.699,1.178,1.178,2015-11-02T05:39:52,2015-11-02T05:47:16
-297.0,-181.5,234.03799999999998,162.923,,,5.683,5.683,42.687,42.687,0.36700000000000005,0.36700000000000005,2015-11-02T14:52:52,2015-11-02T14:59:32
-411.5,-202.0,8.798,238.24400000000003,,,6.522,6.522,42.681000000000004,42.681000000000004,0.37200000000000005,0.37200000000000005,2015-11-02T19:23:24,2015-11-02T19:40:16
-344.0,-250.0,131.011,127.62,,,8.782,8.782,43.153,43.153,0.44,0.44,2015-11-02T23:38:24,2015-11-02T23:39:36
-432.0,-224.0,173.487,182.298,5.51,5.51,2.9810000000000003,2.9810000000000003,39.763000000000005,39.763000000000005,0.588,0.588,2015-11-04T04:45:04,2015-11-04T04:48:24
-239.0,-268.0,99.6,107.676,,,10.329,10.329,38.35,38.35,1.173,1.173,2015-11-05T06:14:04,2015-11-05T06:15:48
-199.5,-98.0,172.04,117.64200000000001,,,1.216,1.216,38.34,38.34,1.091,1.091,2015-11-05T15:30:20,2015-11-05T15:45:24
-160.0,-113.0,122.536,109.825,,,3.602,3.602,38.336,38.336,0.89,0.89,2015-11-05T20:05:28,2015-11-05T20:12:16
-188.0,-221.0,100.941,80.617,,,4.9510000000000005,4.9510000000000005,40.139,40.139,0.326,0.326,2015-11-06T00:27:44,2015-11-06T00:33:20
-226.0,-211.0,95.12799999999999,56.172,,,6.784,6.784,40.129,40.129,0.271,0.271,2015-11-06T09:21:28,2015-11-06T09:29:36
-175.0,-170.0,102.25200000000001,106.745,,,6.091,6.091,39.998000000000005,39.998000000000005,0.126,0.126,2015-11-07T08:20:20,2015-11-07T08:27:04
-169.5,-121.0,181.013,88.837,,,15.578,15.578,37.361,37.361,0.19899999999999998,0.19899999999999998,2015-11-09T11:42:36,2015-11-09T11:43:32
-253.5,-268.5,122.684,124.67200000000001,4.59,4.59,11.945,11.945,37.354,37.354,0.33899999999999997,0.33899999999999997,2015-11-09T19:17:24,2015-11-09T19:20:28
42.8,41.75,105.405,288.514,,,18.095,18.095,36.523,36.523,0.737,0.737,2015-11-10T14:19:32,2015-11-10T14:21:24
-450.0,-394.5,18.011,62.739,2.135,2.135,2.42,2.42,36.52,36.52,0.698,0.698,2015-11-10T17:49:32,2015-11-10T17:53:24
-399.0,-263.0,18.186,41.173,3.38,3.38,3.012,3.012,36.519,36.519,0.695,0.695,2015-11-10T18:01:44,2015-11-10T18:04:32
-440.0,-370.0,19.81,31.107,,,4.873,4.873,36.52,36.52,0.696,0.696,2015-11-10T17:55:38,2015-11-10T17:58:58
-426.0,-263.0,19.325,202.515,3.235,3.235,2.286,2.286,36.366,36.366,1.005,1.005,2015-11-11T07:40:44,2015-11-11T07:46:16
-255.0,-225.0,30.805,33.865,,,6.087999999999999,6.087999999999999,35.82,35.82,0.499,0.499,2015-11-12T01:50:56,2015-11-12T01:53:28
-436.0,-352.0,13.155999999999999,71.237,3.45,3.45,2.62,2.62,35.812,35.812,0.67,0.67,2015-11-12T10:50:40,2015-11-12T10:55:12
-141.0,-196.5,499.783,249.715,9.315,9.315,4.776,4.776,36.723,36.723,2.209,2.209,2015-11-14T13:10:12,2015-11-14T13:14:20
-289.0,-240.5,238.437,283.349,3.88,3.88,5.571000000000001,5.571000000000001,36.722,36.722,1.766,1.766,2015-11-14T14:37:32,2015-11-14T14:38:52
-520.0,-385.0,249.05200000000002,207.638,,,3.273,3.273,36.72,36.72,1.238,1.238,2015-11-14T17:05:44,2015-11-14T17:07:48
-299.0,-144.0,233.425,268.96299999999997,,,9.204,9.204,36.719,36.719,1.251,1.251,2015-11-14T17:39:44,2015-11-14T17:44:00
-361.0,-357.0,201.33599999999998,244.535,9.53,9.53,8.958,8.958,36.716,36.716,1.2109999999999999,1.2109999999999999,2015-11-14T21:50:28,2015-11-14T21:53:00
-358.5,-276.0,312.847,242.615,1.88,1.88,2.573,2.573,36.536,36.536,0.625,0.625,2015-11-14T23:50:44,2015-11-14T23:53:20
-324.0,-326.0,316.755,369.435,1.99,1.99,4.698,4.698,36.501999999999995,36.501999999999995,0.436,0.436,2015-11-15T00:37:04,2015-11-15T00:38:32
-507.0,-387.5,36.268,52.753,,,2.103,2.103,36.501,36.501,0.321,0.321,2015-11-15T02:21:44,2015-11-15T02:25:24
-266.0,-274.0,277.278,258.155,8.0,8.0,5.313,5.313,36.501,36.501,0.318,0.318,2015-11-15T02:39:04,2015-11-15T02:42:52
-274.0,-374.0,122.171,367.12300000000005,7.78,7.78,9.367,9.367,36.501,36.501,0.319,0.319,2015-11-15T02:30:24,2015-11-15T02:34:08
-260.0,-309.0,439.776,450.05699999999996,1.3,1.3,4.107,4.107,36.499,36.499,0.32299999999999995,0.32299999999999995,2015-11-15T04:23:28,2015-11-15T04:24:32
-383.0,-359.0,316.496,231.678,,,6.455,6.455,36.494,36.494,0.442,0.442,2015-11-15T11:18:00,2015-11-15T11:20:24
-201.5,-215.0,177.505,184.90400000000002,3.465,3.465,8.775,8.775,36.492,36.492,0.493,0.493,2015-11-15T13:10:28,2015-11-15T13:12:44
-269.0,-277.5,217.104,291.47900000000004,,,5.2170000000000005,5.2170000000000005,36.49,36.49,0.625,0.625,2015-11-15T16:11:48,2015-11-15T16:14:28
-288.5,-335.0,243.07299999999998,186.2,,,3.84,3.84,36.49,36.49,0.626,0.626,2015-11-15T16:16:52,2015-11-15T16:20:24
-271.5,-188.5,171.84799999999998,288.37,,,2.835,2.835,36.49,36.49,0.625,0.625,2015-11-15T16:14:20,2015-11-15T16:17:26
-360.0,-286.0,259.051,145.28799999999998,,,1.775,1.775,36.486999999999995,36.486999999999995,0.564,0.564,2015-11-15T19:44:48,2015-11-15T19:45:28
-350.0,-378.0,306.538,212.997,,,1.331,1.331,36.486,36.486,0.56,0.56,2015-11-15T20:31:36,2015-11-15T20:34:52
-467.5,-297.0,21.326999999999998,303.744,6.915,6.915,2.377,2.377,36.486,36.486,0.5589999999999999,0.5589999999999999,2015-11-15T20:43:48,2015-11-15T20:52:24
-350.0,-471.0,186.679,21.22,,,8.124,8.124,36.486,36.486,0.5589999999999999,0.5589999999999999,2015-11-15T20:37:42,2015-11-15T20:43:38
-378.0,-264.0,191.489,191.146,,,8.142000000000001,8.142000000000001,36.485,36.485,0.505,0.505,2015-11-15T22:35:00,2015-11-15T22:37:52
-269.0,-231.0,197.39700000000002,111.87799999999999,4.785,4.785,6.425,6.425,37.159,37.159,2.0469999999999997,2.0469999999999997,2015-11-19T15:18:36,2015-11-19T15:21:04
-370.0,-357.0,36.562,42.501999999999995,,,7.54,7.54,38.129,38.129,0.7120000000000001,0.7120000000000001,2015-11-20T12:44:00,2015-11-20T12:44:12
-232.0,-138.5,323.44,231.928,,,3.696,3.696,38.125,38.125,0.55,0.55,2015-11-20T18:48:32,2015-11-20T18:52:20
-531.0,-530.0,35.103,31.718000000000004,,,7.5329999999999995,7.5329999999999995,42.138000000000005,42.138000000000005,0.113,0.113,2015-11-22T14:52:20,2015-11-22T14:56:20
-362.0,-362.0,261.055,242.31900000000002,6.895,6.895,7.465,7.465,42.137,42.137,0.11800000000000001,0.11800000000000001,2015-11-22T15:52:28,2015-11-22T15:57:44
-283.0,-295.0,231.35299999999998,264.205,13.25,13.25,10.109,10.109,42.13399999999999,42.13399999999999,0.242,0.242,2015-11-22T20:35:24,2015-11-22T20:36:00
-473.5,-458.0,113.15,149.08,3.435,3.435,4.705,4.705,41.007,41.007,0.183,0.183,2015-11-23T00:18:36,2015-11-23T00:19:56
-402.0,-441.0,79.839,81.992,5.41,5.41,8.297,8.297,41.004,41.004,0.131,0.131,2015-11-23T04:59:04,2015-11-23T05:01:04
-330.0,-344.0,334.82800000000003,199.713,4.75,4.75,5.739,5.739,39.748000000000005,39.748000000000005,3.339,3.339,2015-11-23T23:33:12,2015-11-23T23:34:08
-288.0,-306.5,222.299,218.576,9.7,9.7,8.093,8.093,39.609,39.609,3.387,3.387,2015-11-23T23:36:56,2015-11-23T23:37:32
-367.0,-340.0,185.88400000000001,226.982,,,9.187000000000001,9.187000000000001,39.679,39.679,3.363,3.363,2015-11-23T23:35:04,2015-11-23T23:35:50
-204.0,-119.0,294.927,277.83799999999997,7.06,7.06,6.471,6.471,38.736,38.736,0.578,0.578,2015-11-24T13:30:00,2015-11-24T13:32:40
-322.0,-200.0,174.26,180.175,6.65,6.65,5.388,5.388,37.29,37.29,0.496,0.496,2015-11-25T02:50:00,2015-11-25T02:53:52
-495.0,-447.0,61.236999999999995,56.783,1.2830000000000001,1.2830000000000001,1.117,1.117,37.287,37.287,0.41100000000000003,0.41100000000000003,2015-11-25T07:27:08,2015-11-25T07:38:08
-225.0,-274.0,144.20600000000002,225.19,3.97,3.97,5.285,5.285,37.285,37.285,0.281,0.281,2015-11-25T11:55:36,2015-11-25T11:58:04
-199.0,-316.5,73.898,373.07,6.93,6.93,7.846,7.846,37.284,37.284,0.26899999999999996,0.26899999999999996,2015-11-25T13:06:40,2015-11-25T13:13:56
-320.0,-310.5,199.829,125.39299999999999,3.53,3.53,4.93,4.93,37.281,37.281,0.708,0.708,2015-11-25T20:20:48,2015-11-25T20:23:24
-271.5,-273.0,193.15400000000002,192.80200000000002,4.61,4.61,4.202,4.202,37.28,37.28,0.7240000000000001,0.7240000000000001,2015-11-25T20:51:48,2015-11-25T20:51:56
-281.0,-162.0,266.666,151.924,2.03,2.03,1.443,1.443,35.519,35.519,0.418,0.418,2015-11-26T10:33:08,2015-11-26T10:37:00
-238.0,-193.0,197.72299999999998,160.341,2.68,2.68,2.036,2.036,35.515,35.515,0.384,0.384,2015-11-26T19:42:32,2015-11-26T19:43:36
-319.0,-151.5,173.53799999999998,174.65900000000002,,,3.8939999999999997,3.8939999999999997,33.794000000000004,33.794000000000004,0.456,0.456,2015-11-27T00:07:48,2015-11-27T00:14:12
-256.0,-172.0,161.58100000000002,151.046,,,5.039,5.039,33.792,33.792,0.47,0.47,2015-11-27T04:51:52,2015-11-27T05:01:52
-328.0,-201.0,39.146,57.643,,,6.021,6.021,32.971,32.971,0.897,0.897,2015-11-28T16:35:44,2015-11-28T16:40:48
-389.0,-324.0,15.503,33.806999999999995,,,6.81,6.81,32.455,32.455,0.289,0.289,2015-12-02T10:17:04,2015-12-02T10:19:04
-347.0,-279.0,147.04,78.905,,,5.129,5.129,32.455,32.455,0.287,0.287,2015-12-02T10:06:30,2015-12-02T10:08:34
-236.5,-268.0,97.647,130.894,6.275,6.275,10.235,10.235,32.453,32.453,0.33,0.33,2015-12-02T16:08:36,2015-12-02T16:10:24
-340.0,-371.0,18.314,15.533,,,3.985,3.985,32.453,32.453,0.311,0.311,2015-12-02T19:00:12,2015-12-02T19:03:12
-299.0,-291.5,120.595,97.321,,,7.231,7.231,32.213,32.213,0.324,0.324,2015-12-02T23:51:04,2015-12-02T23:53:24
-385.0,-334.0,11.431,44.708,3.83,3.83,2.537,2.537,32.171,32.171,0.325,0.325,2015-12-03T00:38:52,2015-12-03T00:42:24
-219.0,-262.0,214.813,136.526,,,2.0780000000000003,2.0780000000000003,32.171,32.171,0.326,0.326,2015-12-03T01:13:12,2015-12-03T01:22:48
-299.0,-276.0,62.43899999999999,74.17399999999999,,,8.092,8.092,32.168,32.168,0.363,0.363,2015-12-03T18:39:08,2015-12-03T18:40:04
-308.0,-284.5,65.60600000000001,103.59,3.25,3.25,2.745,2.745,32.167,32.167,0.358,0.358,2015-12-03T21:51:52,2015-12-03T21:54:44
-180.0,-125.0,79.795,37.836,,,2.766,2.766,33.215,33.215,0.278,0.278,2015-12-04T13:33:44,2015-12-04T13:35:44
-188.0,-148.5,96.26299999999999,77.884,,,1.645,1.645,33.215,33.215,0.18899999999999997,0.18899999999999997,2015-12-04T18:04:08,2015-12-04T18:15:00
-327.0,-313.0,69.023,94.675,,,7.403,7.403,37.792,37.792,2.6289999999999996,2.6289999999999996,2015-12-08T16:54:56,2015-12-08T16:56:00
-260.0,-262.0,77.961,72.736,,,15.38,15.38,37.792,37.792,1.527,1.527,2015-12-08T19:18:24,2015-12-08T19:36:08
-271.0,-265.0,62.453,19.785999999999998,,,18.887,18.887,37.792,37.792,1.156,1.156,2015-12-08T20:19:44,2015-12-08T20:31:20
-311.5,-216.0,292.007,141.92600000000002,6.45,6.45,20.671,20.671,37.791,37.791,0.855,0.855,2015-12-08T22:57:00,2015-12-08T22:59:20
-265.0,-277.5,92.23200000000001,99.38799999999999,,,12.183,12.183,36.95,36.95,5.437,5.437,2015-12-09T14:14:32,2015-12-09T14:18:28
-250.0,-256.5,81.40100000000001,75.135,,,9.901,9.901,36.95,36.95,3.588,3.588,2015-12-09T18:32:16,2015-12-09T18:34:20
-261.0,-253.0,84.369,80.55199999999999,,,8.847000000000001,8.847000000000001,36.95,36.95,3.5389999999999997,3.5389999999999997,2015-12-09T18:34:36,2015-12-09T18:34:40
-291.0,-271.0,101.124,74.919,,,8.097999999999999,8.097999999999999,36.95,36.95,3.326,3.326,2015-12-09T18:44:44,2015-12-09T18:49:12
-279.0,-285.5,93.88,96.65700000000001,,,9.455,9.455,36.95,36.95,3.484,3.484,2015-12-09T18:37:12,2015-12-09T18:39:24
-261.0,-285.5,95.781,89.60600000000001,,,7.341,7.341,36.95,36.95,2.702,2.702,2015-12-09T19:20:32,2015-12-09T19:23:56
-292.0,-356.0,29.201,40.789,,,5.525,5.525,36.95,36.95,1.444,1.444,2015-12-09T22:33:44,2015-12-09T22:37:48
-263.0,-251.5,136.124,123.75299999999999,,,3.748,3.748,36.844,36.844,0.802,0.802,2015-12-10T18:47:52,2015-12-10T18:49:08
-282.0,-330.5,60.216,127.646,,,9.636000000000001,9.636000000000001,36.844,36.844,0.7240000000000001,0.7240000000000001,2015-12-10T21:20:32,2015-12-10T21:23:32
-343.5,-239.0,132.667,64.714,7.115,7.115,3.747,3.747,37.1,37.1,0.396,0.396,2015-12-10T23:08:36,2015-12-10T23:13:24
-247.0,-342.5,71.76899999999999,48.824,,,10.084,10.084,38.63,38.63,0.27399999999999997,0.27399999999999997,2015-12-11T01:49:04,2015-12-11T01:53:48
-237.0,-246.5,67.878,87.228,,,4.215,4.215,38.63,38.63,0.23,0.23,2015-12-11T04:05:00,2015-12-11T04:13:08
-270.0,-325.5,70.89399999999999,82.654,,,10.975,10.975,38.63,38.63,0.207,0.207,2015-12-11T06:15:08,2015-12-11T06:20:28
-301.0,-195.0,133.97799999999998,96.171,,,1.976,1.976,38.63,38.63,0.19,0.19,2015-12-11T08:38:20,2015-12-11T08:41:12
-190.0,-178.0,126.77799999999999,88.95700000000001,,,4.122,4.122,38.63,38.63,0.18899999999999997,0.18899999999999997,2015-12-11T08:49:12,2015-12-11T08:50:56
-261.0,-214.5,142.398,158.40200000000002,,,6.343999999999999,6.343999999999999,38.63,38.63,0.19,0.19,2015-12-11T08:43:46,2015-12-11T08:46:04
-249.0,-333.0,56.602,105.221,,,12.417,12.417,38.63,38.63,0.19,0.19,2015-12-11T11:05:44,2015-12-11T11:12:00
-277.0,-282.0,115.542,109.52600000000001,,,7.428,7.428,38.63,38.63,0.276,0.276,2015-12-11T19:44:32,2015-12-11T19:45:12
-274.0,-273.0,114.946,110.616,,,6.716,6.716,38.63,38.63,0.281,0.281,2015-12-11T22:14:40,2015-12-11T22:16:56
-298.0,-425.0,92.581,15.743,,,11.029000000000002,11.029000000000002,39.611,39.611,0.25,0.25,2015-12-12T00:58:52,2015-12-12T01:04:24
-335.0,-248.5,180.355,70.495,3.92,3.92,3.0810000000000004,3.0810000000000004,39.611,39.611,0.223,0.223,2015-12-12T02:22:40,2015-12-12T02:26:04
-233.0,-314.0,195.813,90.272,1.15,1.15,4.806,4.806,39.611999999999995,39.611999999999995,0.299,0.299,2015-12-12T13:59:44,2015-12-12T14:03:20
-256.0,-374.0,319.443,66.752,,,1.545,1.545,39.611999999999995,39.611999999999995,0.311,0.311,2015-12-12T14:33:04,2015-12-12T14:37:16
-384.0,-393.0,10.460999999999999,11.335999999999999,3.88,3.88,4.658,4.658,39.611999999999995,39.611999999999995,0.326,0.326,2015-12-12T15:54:12,2015-12-12T15:54:24
-388.0,-385.0,10.350999999999999,10.695,,,3.7710000000000004,3.7710000000000004,39.611999999999995,39.611999999999995,0.326,0.326,2015-12-12T15:55:20,2015-12-12T15:55:28
-372.5,-372.0,11.185,14.385,5.505,5.505,6.4079999999999995,6.4079999999999995,39.611999999999995,39.611999999999995,0.326,0.326,2015-12-12T15:54:46,2015-12-12T15:54:56
-263.0,-322.0,99.675,84.273,3.32,3.32,6.4879999999999995,6.4879999999999995,39.611999999999995,39.611999999999995,0.342,0.342,2015-12-12T18:23:36,2015-12-12T18:27:32
-258.5,-311.0,166.602,75.419,1.75,1.75,2.057,2.057,39.611999999999995,39.611999999999995,0.344,0.344,2015-12-12T18:31:56,2015-12-12T18:37:28
-330.0,-256.0,85.95200000000001,224.805,3.91,3.91,6.502000000000001,6.502000000000001,39.611999999999995,39.611999999999995,0.34299999999999997,0.34299999999999997,2015-12-12T18:27:46,2015-12-12T18:32:30
-327.0,-269.0,112.596,132.745,4.62,4.62,6.459,6.459,39.611999999999995,39.611999999999995,0.371,0.371,2015-12-12T19:25:04,2015-12-12T19:29:20
-359.0,-340.0,20.198,65.457,,,11.347999999999999,11.347999999999999,39.611999999999995,39.611999999999995,0.434,0.434,2015-12-12T20:50:48,2015-12-12T20:53:52
-341.0,-274.5,7.546,53.718,2.91,2.91,3.062,3.062,42.101000000000006,42.101000000000006,0.33899999999999997,0.33899999999999997,2015-12-14T08:04:48,2015-12-14T08:12:04
-270.0,-278.5,68.955,70.786,,,8.734,8.734,42.102,42.102,0.312,0.312,2015-12-14T11:24:52,2015-12-14T11:28:04
-333.0,-316.0,8.305,8.777999999999999,,,5.718999999999999,5.718999999999999,42.102,42.102,0.297,0.297,2015-12-14T12:27:28,2015-12-14T12:31:36
-330.5,-292.0,8.785,75.844,,,5.449,5.449,42.102,42.102,0.294,0.294,2015-12-14T12:36:44,2015-12-14T12:40:04
-293.5,-345.0,10.424000000000001,8.76,,,12.317,12.317,42.102,42.102,0.295,0.295,2015-12-14T12:32:06,2015-12-14T12:35:50
-246.0,-320.0,61.006,14.296,,,14.253,14.253,42.102,42.102,0.271,0.271,2015-12-14T16:07:04,2015-12-14T16:17:16
-318.0,-230.5,161.376,49.521,,,6.27,6.27,42.102,42.102,0.354,0.354,2015-12-14T17:12:32,2015-12-14T17:22:52
-247.0,-344.0,69.942,9.238999999999999,,,12.870999999999999,12.870999999999999,42.103,42.103,1.097,1.097,2015-12-14T20:22:12,2015-12-14T20:28:52
-336.5,-231.0,9.633,62.876000000000005,,,6.796,6.796,42.103,42.103,1.4040000000000001,1.4040000000000001,2015-12-14T21:52:20,2015-12-14T21:57:52
-285.0,-336.0,27.581999999999997,146.783,,,11.829,11.829,40.353,40.353,1.286,1.286,2015-12-15T05:26:32,2015-12-15T05:35:36
-240.0,-347.0,75.945,9.451,,,11.853,11.853,40.353,40.353,1.2690000000000001,1.2690000000000001,2015-12-15T05:45:36,2015-12-15T05:52:08
-341.5,-286.0,169.801,76.793,,,4.591,4.591,40.353,40.353,1.278,1.278,2015-12-15T05:36:04,2015-12-15T05:43:52
-325.0,-219.0,13.633,57.722,,,5.284,5.284,40.353,40.353,1.21,1.21,2015-12-15T06:57:04,2015-12-15T07:02:00
-322.0,-295.0,16.497,15.739,,,5.526,5.526,40.353,40.353,3.437,3.437,2015-12-15T10:53:36,2015-12-15T10:57:28
-329.0,-217.5,103.814,76.803,,,4.7780000000000005,4.7780000000000005,40.353,40.353,3.3939999999999997,3.3939999999999997,2015-12-15T11:10:08,2015-12-15T11:17:00
-275.0,-332.0,88.552,130.809,,,9.53,9.53,40.353,40.353,3.5,3.5,2015-12-15T11:01:52,2015-12-15T11:07:14
-342.0,-322.0,17.9,16.616,,,6.056,6.056,40.354,40.354,1.073,1.073,2015-12-15T15:27:20,2015-12-15T15:32:32
-374.0,-394.5,17.479,37.582,,,3.9,3.9,40.354,40.354,1.077,1.077,2015-12-15T16:04:04,2015-12-15T16:10:36
-282.0,-351.0,69.995,83.95100000000001,,,13.037,13.037,40.354,40.354,1.443,1.443,2015-12-15T19:03:04,2015-12-15T19:08:56
-371.0,-312.0,33.153,30.169,,,3.305,3.305,40.355,40.355,1.4880000000000002,1.4880000000000002,2015-12-15T20:47:16,2015-12-15T20:50:36
-360.5,-234.5,190.18900000000002,97.72399999999999,,,2.675,2.675,40.355,40.355,1.484,1.484,2015-12-15T21:00:04,2015-12-15T21:02:36
-308.0,-358.5,22.625,170.4,,,5.885,5.885,40.355,40.355,1.486,1.486,2015-12-15T20:53:40,2015-12-15T20:56:36
-278.0,-345.0,80.04899999999999,128.533,,,7.175,7.175,41.196999999999996,41.196999999999996,1.7369999999999999,1.7369999999999999,2015-12-15T23:20:36,2015-12-15T23:22:48
-447.5,-336.0,17.153,48.907,2.855,2.855,3.696,3.696,39.94,39.94,0.384,0.384,2015-12-17T03:54:04,2015-12-17T04:00:32
-332.0,-379.0,100.476,189.46599999999998,15.5,15.5,10.214,10.214,39.94,39.94,0.391,0.391,2015-12-17T07:08:16,2015-12-17T07:20:08
-383.5,-420.0,19.31,206.44,10.4,10.4,9.017999999999999,9.017999999999999,39.94,39.94,0.386,0.386,2015-12-17T07:37:00,2015-12-17T07:39:04
-367.5,-407.5,130.496,148.93,5.515,5.515,5.122000000000001,5.122000000000001,39.94,39.94,0.385,0.385,2015-12-17T07:46:36,2015-12-17T07:48:20
-441.0,-413.0,154.662,139.586,1.89,1.89,3.011,3.011,39.94,39.94,0.385,0.385,2015-12-17T07:41:48,2015-12-17T07:43:42
-420.0,-291.5,16.995,91.97200000000001,4.1,4.1,5.165,5.165,39.94,39.94,0.374,0.374,2015-12-17T08:13:04,2015-12-17T08:21:32
-458.0,-426.0,15.231,71.247,2.68,2.68,3.763,3.763,39.941,39.941,0.359,0.359,2015-12-17T08:37:20,2015-12-17T08:39:28
-452.0,-336.5,17.436,41.603,2.66,2.66,3.498,3.498,39.941,39.941,0.355,0.355,2015-12-17T08:43:28,2015-12-17T08:47:00
-401.0,-449.0,52.361999999999995,16.622,11.5,11.5,9.823,9.823,39.941,39.941,0.35700000000000004,0.35700000000000004,2015-12-17T08:40:24,2015-12-17T08:43:14
-345.5,-388.0,105.944,154.036,13.95,13.95,11.716,11.716,39.941,39.941,0.221,0.221,2015-12-17T11:33:24,2015-12-17T11:41:44
-408.5,-370.0,13.038,194.76,6.59,6.59,5.517,5.517,39.941,39.941,0.175,0.175,2015-12-17T13:16:44,2015-12-17T13:20:16
