SWIA_vel_x_b,SWIA_vel_x_e,temp_b,temp_e,density_b,density_e,mag_b,mag_e,f107_b,f107_e,pdyn_b,pdyn_e,begin,end
-418.5,-432.0,13.972000000000001,114.331,3.105,3.105,2.572,2.572,39.942,39.942,0.172,0.172,2015-12-17T13:29:16,2015-12-17T13:33:40
-383.5,-405.0,165.465,173.554,3.7,3.7,2.78,2.78,39.942,39.942,0.174,0.174,2015-12-17T13:23:00,2015-12-17T13:26:58
-209.0,-255.0,123.825,101.661,,,4.704,4.704,39.942,39.942,0.168,0.168,2015-12-17T13:56:00,2015-12-17T14:00:56
-291.0,-388.0,115.47399999999999,124.16799999999999,,,11.088,11.088,39.942,39.942,0.166,0.166,2015-12-17T16:07:12,2015-12-17T16:14:24
-390.0,-276.5,96.412,107.84299999999999,4.38,4.38,3.3739999999999997,3.3739999999999997,39.943000000000005,39.943000000000005,0.22399999999999998,0.22399999999999998,2015-12-17T18:11:36,2015-12-17T18:17:48
-446.0,-376.5,36.746,110.285,,,12.030999999999999,12.030999999999999,39.943000000000005,39.943000000000005,0.35700000000000004,0.35700000000000004,2015-12-17T20:38:12,2015-12-17T20:45:00
-385.0,-256.0,174.067,123.104,,,4.428,4.428,39.924,39.924,0.32299999999999995,0.32299999999999995,2015-12-17T23:04:44,2015-12-17T23:14:12
-342.5,-461.0,181.175,233.80700000000002,,,14.363,14.363,39.699,39.699,0.27,0.27,2015-12-18T01:08:28,2015-12-18T01:16:36
-496.0,-317.0,25.61,122.986,6.47,6.47,3.3819999999999997,3.3819999999999997,39.699,39.699,0.23800000000000002,0.23800000000000002,2015-12-18T02:54:16,2015-12-18T03:02:52
-386.0,-546.0,139.585,32.215,,,21.98,21.98,39.7,39.7,0.24,0.24,2015-12-18T05:51:40,2015-12-18T05:57:24
-469.0,-459.0,39.399,176.752,,,20.776999999999997,20.776999999999997,39.7,39.7,0.244,0.244,2015-12-18T06:02:44,2015-12-18T06:10:32
-578.0,-545.5,34.552,32.859,6.23,6.23,6.8229999999999995,6.8229999999999995,39.7,39.7,0.242,0.242,2015-12-18T05:57:12,2015-12-18T06:03:58
-505.0,-521.0,225.385,137.386,8.14,8.14,8.835,8.835,39.7,39.7,0.303,0.303,2015-12-18T07:10:48,2015-12-18T07:21:20
-358.0,-525.0,182.025,315.801,,,18.255,18.255,39.701,39.701,0.517,0.517,2015-12-18T10:27:24,2015-12-18T10:34:32
-510.0,-338.0,313.092,119.36,5.74,5.74,6.4239999999999995,6.4239999999999995,39.701,39.701,0.48200000000000004,0.48200000000000004,2015-12-18T12:04:24,2015-12-18T12:11:20
-433.5,-465.0,254.28099999999998,327.156,,,11.822000000000001,11.822000000000001,39.702,39.702,0.38,0.38,2015-12-18T14:21:00,2015-12-18T14:23:40
-419.0,-506.0,208.93900000000002,236.99200000000002,,,15.584000000000001,15.584000000000001,39.702,39.702,0.374,0.374,2015-12-18T14:50:28,2015-12-18T15:00:52
-549.0,-450.0,29.963,333.744,10.85,10.85,8.772,8.772,39.702,39.702,0.392,0.392,2015-12-18T16:33:08,2015-12-18T16:39:00
-535.0,-613.5,219.668,32.878,8.64,8.64,9.262,9.262,39.703,39.703,0.447,0.447,2015-12-18T19:24:48,2015-12-18T19:30:52
-626.5,-567.5,38.702,94.355,,,2.633,2.633,39.704,39.704,0.522,0.522,2015-12-18T21:19:32,2015-12-18T21:22:52
-403.0,-423.5,295.414,358.916,18.2,18.2,10.18,10.18,39.704,39.704,0.5379999999999999,0.5379999999999999,2015-12-18T21:29:04,2015-12-18T21:29:56
-627.0,-607.0,147.30700000000002,83.287,9.57,9.57,10.607999999999999,10.607999999999999,39.704,39.704,0.53,0.53,2015-12-18T21:24:18,2015-12-18T21:26:24
-393.0,-319.5,343.48900000000003,234.149,1.68,1.68,5.766,5.766,39.538000000000004,39.538000000000004,0.22699999999999998,0.22699999999999998,2015-12-20T09:55:12,2015-12-20T09:57:24
-191.0,-177.0,297.79400000000004,280.64799999999997,2.2,2.2,8.578,8.578,39.539,39.539,0.22699999999999998,0.22699999999999998,2015-12-20T10:08:32,2015-12-20T10:11:04
-331.0,-220.5,353.829,209.669,2.78,2.78,3.89,3.89,39.539,39.539,0.22699999999999998,0.22699999999999998,2015-12-20T10:01:52,2015-12-20T10:04:14
-428.0,-365.0,241.167,233.61599999999999,3.55,3.55,8.562999999999999,8.562999999999999,39.539,39.539,0.22699999999999998,0.22699999999999998,2015-12-20T11:48:00,2015-12-20T11:55:52
-432.0,-384.0,157.47799999999998,273.822,5.75,5.75,6.905,6.905,39.539,39.539,0.22699999999999998,0.22699999999999998,2015-12-20T12:01:12,2015-12-20T12:06:32
-404.5,-432.0,212.96599999999998,157.47799999999998,5.06,5.06,6.322,6.322,39.539,39.539,0.22699999999999998,0.22699999999999998,2015-12-20T11:54:36,2015-12-20T12:01:12
-564.0,-357.0,34.003,188.25,1.63,1.63,3.6660000000000004,3.6660000000000004,39.54,39.54,0.22699999999999998,0.22699999999999998,2015-12-20T14:13:20,2015-12-20T14:18:20
-409.0,-425.0,235.519,227.606,2.85,2.85,5.444,5.444,39.541,39.541,0.22699999999999998,0.22699999999999998,2015-12-20T16:22:08,2015-12-20T16:24:00
-400.0,-412.0,249.736,247.93,5.65,5.65,6.813,6.813,39.541,39.541,0.22699999999999998,0.22699999999999998,2015-12-20T16:28:20,2015-12-20T16:32:24
-432.0,-405.0,152.955,181.495,3.1,3.1,5.172000000000001,5.172000000000001,39.541,39.541,0.22699999999999998,0.22699999999999998,2015-12-20T16:25:14,2015-12-20T16:28:12
-390.0,-487.5,690.431,276.343,,,3.198,3.198,39.541,39.541,0.22699999999999998,0.22699999999999998,2015-12-20T17:16:04,2015-12-20T17:17:48
-587.0,-347.0,25.340999999999998,94.727,1.34,1.34,0.884,0.884,39.541,39.541,0.22699999999999998,0.22699999999999998,2015-12-20T18:50:44,2015-12-20T18:52:56
-399.0,-422.0,314.11,235.47299999999998,2.5,2.5,3.195,3.195,39.542,39.542,0.22699999999999998,0.22699999999999998,2015-12-20T21:14:24,2015-12-20T21:17:40
-227.0,-239.5,231.46599999999998,264.128,2.65,2.65,7.63,7.63,40.604,40.604,0.22699999999999998,0.22699999999999998,2015-12-20T23:36:20,2015-12-20T23:37:40
-230.0,-189.0,283.159,277.018,2.91,2.91,5.462000000000001,5.462000000000001,40.674,40.674,0.22699999999999998,0.22699999999999998,2015-12-20T23:38:44,2015-12-20T23:44:08
-235.5,-197.0,285.26599999999996,343.75699999999995,2.5,2.5,7.535,7.535,40.639,40.639,0.22699999999999998,0.22699999999999998,2015-12-20T23:37:32,2015-12-20T23:40:54
-397.0,-437.0,264.519,140.276,0.9690000000000001,0.9690000000000001,1.739,1.739,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:06:40,2015-12-21T01:08:44
-450.0,-453.5,286.539,240.972,4.585,4.585,2.7969999999999997,2.7969999999999997,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:19:08,2015-12-21T01:20:20
-469.0,-424.0,188.933,199.653,3.79,3.79,4.41,4.41,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:21:48,2015-12-21T01:23:00
-314.0,-394.0,269.535,327.95599999999996,2.76,2.76,2.99,2.99,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:15:52,2015-12-21T01:17:21.333333254
-368.0,-484.0,266.387,106.25299999999999,0.917,0.917,2.318,2.318,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:29:52,2015-12-21T01:32:38
-422.5,-393.0,50.341,200.58599999999998,3.635,3.635,5.909,5.909,41.29600000000001,41.29600000000001,0.22699999999999998,0.22699999999999998,2015-12-21T01:37:56,2015-12-21T01:42:16
-499.0,-378.0,24.845,83.18,1.62,1.62,2.625,2.625,41.297,41.297,0.22699999999999998,0.22699999999999998,2015-12-21T03:52:40,2015-12-21T03:55:12
-230.0,-114.0,237.59900000000002,223.481,2.56,2.56,5.781000000000001,5.781000000000001,41.297,41.297,0.22699999999999998,0.22699999999999998,2015-12-21T04:14:40,2015-12-21T04:19:44
-375.0,-375.0,154.63,184.145,5.55,5.55,5.523,5.523,41.298,41.298,0.22699999999999998,0.22699999999999998,2015-12-21T05:54:28,2015-12-21T05:57:56
-370.0,-419.0,137.97799999999998,274.262,4.46,4.46,7.191,7.191,41.298,41.298,0.22699999999999998,0.22699999999999998,2015-12-21T06:05:52,2015-12-21T06:09:52
-421.0,-340.0,258.915,169.18599999999998,1.11,1.11,1.757,1.757,41.298,41.298,0.22699999999999998,0.22699999999999998,2015-12-21T06:00:10,2015-12-21T06:03:54
-316.5,-187.0,308.22900000000004,116.90700000000001,2.365,2.365,6.044,6.044,41.299,41.299,0.22699999999999998,0.22699999999999998,2015-12-21T08:27:00,2015-12-21T08:30:32
-368.5,-458.0,193.555,168.421,6.16,6.16,3.891,3.891,41.299,41.299,0.22699999999999998,0.22699999999999998,2015-12-21T10:30:44,2015-12-21T10:39:24
-353.0,-499.5,132.815,17.232,8.51,8.51,7.843999999999999,7.843999999999999,41.301,41.301,0.22699999999999998,0.22699999999999998,2015-12-21T14:53:44,2015-12-21T15:01:08
-339.0,-367.0,158.196,298.684,,,2.7560000000000002,2.7560000000000002,41.302,41.302,0.22699999999999998,0.22699999999999998,2015-12-21T17:23:20,2015-12-21T17:24:16
-449.0,-376.0,21.566,69.032,3.33,3.33,3.4619999999999997,3.4619999999999997,41.302,41.302,0.22699999999999998,0.22699999999999998,2015-12-21T17:29:20,2015-12-21T17:32:52
-453.5,-451.0,16.858,22.035999999999998,3.37,3.37,2.95,2.95,41.302,41.302,0.22699999999999998,0.22699999999999998,2015-12-21T17:26:20,2015-12-21T17:28:34
-204.0,-143.0,251.206,150.984,2.685,2.685,11.145,11.145,41.302,41.302,0.22699999999999998,0.22699999999999998,2015-12-21T17:51:32,2015-12-21T17:55:04
-329.5,-379.5,108.337,169.94,7.795,7.795,7.399,7.399,41.303000000000004,41.303000000000004,0.22699999999999998,0.22699999999999998,2015-12-21T19:32:20,2015-12-21T19:37:16
-383.0,-420.0,106.905,174.588,6.11,6.11,7.175,7.175,41.303000000000004,41.303000000000004,0.22699999999999998,0.22699999999999998,2015-12-21T19:50:00,2015-12-21T19:52:56
-411.5,-345.0,162.843,173.896,2.07,2.07,3.123,3.123,41.303000000000004,41.303000000000004,0.22699999999999998,0.22699999999999998,2015-12-21T19:41:10,2015-12-21T19:45:06
-302.0,-301.0,184.968,176.852,5.6,5.6,2.736,2.736,41.303999999999995,41.303999999999995,0.22699999999999998,0.22699999999999998,2015-12-21T21:54:00,2015-12-21T21:59:36
-334.0,-215.0,231.547,151.317,1.47,1.47,1.506,1.506,44.113,44.113,0.22699999999999998,0.22699999999999998,2015-12-22T07:07:28,2015-12-22T07:10:48
-329.0,-408.0,123.6,127.15100000000001,8.81,8.81,4.887,4.887,44.113,44.113,0.22699999999999998,0.22699999999999998,2015-12-22T09:14:48,2015-12-22T09:18:28
-299.5,-296.0,232.169,191.673,3.2,3.2,3.13,3.13,44.114,44.114,0.22699999999999998,0.22699999999999998,2015-12-22T09:36:12,2015-12-22T09:40:52
-314.0,-426.5,227.23,122.059,6.45,6.45,4.473,4.473,44.114,44.114,0.22699999999999998,0.22699999999999998,2015-12-22T09:50:04,2015-12-22T09:53:16
-345.5,-316.0,444.875,307.815,,,1.547,1.547,44.114,44.114,0.22699999999999998,0.22699999999999998,2015-12-22T09:43:08,2015-12-22T09:47:04
-241.0,-311.0,159.97799999999998,200.817,4.32,4.32,4.2410000000000005,4.2410000000000005,44.114,44.114,0.22699999999999998,0.22699999999999998,2015-12-22T11:22:32,2015-12-22T11:28:00
-359.5,-331.5,124.259,156.9,7.715,7.715,6.071000000000001,6.071000000000001,44.115,44.115,0.22699999999999998,0.22699999999999998,2015-12-22T13:36:12,2015-12-22T13:40:20
-417.5,-419.5,72.492,101.96799999999999,6.875,6.875,6.159,6.159,44.11600000000001,44.11600000000001,0.22699999999999998,0.22699999999999998,2015-12-22T14:00:20,2015-12-22T14:04:36
-358.0,-339.0,148.907,93.219,,,4.3069999999999995,4.3069999999999995,44.117,44.117,0.22699999999999998,0.22699999999999998,2015-12-22T18:08:48,2015-12-22T18:13:44
-362.0,-268.5,151.32,110.21600000000001,,,2.207,2.207,44.118,44.118,0.22699999999999998,0.22699999999999998,2015-12-22T20:24:48,2015-12-22T20:30:36
-316.0,-290.0,97.91799999999999,171.375,,,7.227,7.227,44.119,44.119,0.22699999999999998,0.22699999999999998,2015-12-22T22:42:32,2015-12-22T22:50:48
-267.0,-231.5,126.93700000000001,63.504,,,7.33,7.33,45.418,45.418,0.22699999999999998,0.22699999999999998,2015-12-23T00:51:20,2015-12-23T00:57:56
-283.0,-347.0,99.113,118.595,,,7.263,7.263,45.419,45.419,0.22699999999999998,0.22699999999999998,2015-12-23T03:27:48,2015-12-23T03:32:44
-256.0,-231.0,121.251,63.903,4.0,4.0,4.238,4.238,45.42,45.42,0.22699999999999998,0.22699999999999998,2015-12-23T05:30:48,2015-12-23T05:35:32
-303.0,-316.0,101.14399999999999,110.91,,,4.33,4.33,45.42100000000001,45.42100000000001,0.22699999999999998,0.22699999999999998,2015-12-23T07:50:00,2015-12-23T07:54:24
-365.0,-254.5,214.482,74.229,5.86,5.86,3.0389999999999997,3.0389999999999997,45.422,45.422,0.22699999999999998,0.22699999999999998,2015-12-23T10:10:00,2015-12-23T10:13:56
-301.0,-331.5,83.443,183.61700000000002,,,10.606,10.606,45.424,45.424,0.22699999999999998,0.22699999999999998,2015-12-23T12:14:08,2015-12-23T12:19:56
-388.0,-230.0,11.823,66.09,3.775,3.775,3.5810000000000004,3.5810000000000004,45.425,45.425,0.22699999999999998,0.22699999999999998,2015-12-23T14:24:44,2015-12-23T14:31:16
-324.0,-332.0,93.96600000000001,100.31700000000001,,,7.382000000000001,7.382000000000001,45.426,45.426,0.22699999999999998,0.22699999999999998,2015-12-23T16:32:04,2015-12-23T16:36:36
-292.0,-350.5,76.671,90.899,,,10.48,10.48,45.426,45.426,0.22699999999999998,0.22699999999999998,2015-12-23T16:59:00,2015-12-23T17:03:32
-290.5,-271.0,113.90899999999999,101.78,4.91,4.91,5.287999999999999,5.287999999999999,45.427,45.427,0.22699999999999998,0.22699999999999998,2015-12-23T19:18:44,2015-12-23T19:23:16
-210.0,-281.0,53.552,132.56,,,8.338,8.338,45.045,45.045,0.22699999999999998,0.22699999999999998,2015-12-24T02:13:40,2015-12-24T02:20:24
-240.5,-232.0,63.18,102.01899999999999,,,6.968,6.968,45.04600000000001,45.04600000000001,0.22699999999999998,0.22699999999999998,2015-12-24T04:11:56,2015-12-24T04:17:20
-276.5,-195.0,111.43,88.087,3.945,3.945,3.035,3.035,45.048,45.048,0.22699999999999998,0.22699999999999998,2015-12-24T08:44:12,2015-12-24T08:47:52
-269.0,-212.0,93.057,110.87799999999999,,,4.5889999999999995,4.5889999999999995,45.051,45.051,0.22699999999999998,0.22699999999999998,2015-12-24T13:26:24,2015-12-24T13:30:08
-218.0,-308.0,43.456,8.722000000000001,,,6.487,6.487,45.052,45.052,0.22699999999999998,0.22699999999999998,2015-12-24T15:25:04,2015-12-24T15:33:24
-234.0,-113.0,187.688,85.755,,,2.109,2.109,45.053000000000004,45.053000000000004,0.22699999999999998,0.22699999999999998,2015-12-24T17:43:12,2015-12-24T17:47:12
-248.0,-296.5,51.833999999999996,144.02,,,9.169,9.169,45.053999999999995,45.053999999999995,0.22699999999999998,0.22699999999999998,2015-12-24T19:59:32,2015-12-24T20:05:00
-336.0,-238.0,9.225,23.482,,,5.207000000000001,5.207000000000001,45.055,45.055,0.22699999999999998,0.22699999999999998,2015-12-24T22:08:16,2015-12-24T22:13:32
-267.5,-376.0,96.241,77.99600000000001,,,11.977,11.977,42.924,42.924,0.22699999999999998,0.22699999999999998,2015-12-25T14:00:04,2015-12-25T14:06:56
-292.0,-364.0,23.855999999999998,151.293,,,12.63,12.63,42.924,42.924,0.22699999999999998,0.22699999999999998,2015-12-25T14:25:00,2015-12-25T14:28:56
-340.5,-246.0,93.791,62.201,3.53,3.53,4.101,4.101,42.925,42.925,0.22699999999999998,0.22699999999999998,2015-12-25T15:56:04,2015-12-25T15:59:44
-266.0,-310.5,87.43299999999999,91.66799999999999,5.27,5.27,7.922000000000001,7.922000000000001,42.926,42.926,0.22699999999999998,0.22699999999999998,2015-12-25T18:26:56,2015-12-25T18:29:08
-290.0,-325.0,81.34100000000001,101.086,,,9.065,9.065,42.926,42.926,0.22699999999999998,0.22699999999999998,2015-12-25T18:36:44,2015-12-25T18:40:48
-310.0,-320.0,143.84799999999998,155.148,3.69,3.69,5.657,5.657,42.926,42.926,0.22699999999999998,0.22699999999999998,2015-12-25T18:31:50,2015-12-25T18:34:58
-358.5,-200.0,16.905,64.791,5.875,5.875,4.488,4.488,42.927,42.927,0.22699999999999998,0.22699999999999998,2015-12-25T20:45:16,2015-12-25T20:52:32
-288.5,-274.0,41.208999999999996,39.508,6.44,6.44,7.803,7.803,42.928999999999995,42.928999999999995,0.22699999999999998,0.22699999999999998,2015-12-25T22:51:24,2015-12-25T22:54:40
-344.5,-378.0,32.85,140.186,,,9.501,9.501,42.568000000000005,42.568000000000005,0.22699999999999998,0.22699999999999998,2015-12-25T23:07:00,2015-12-25T23:11:52
-268.0,-326.0,43.738,43.043,5.6,5.6,6.547000000000001,6.547000000000001,42.928999999999995,42.928999999999995,0.22699999999999998,0.22699999999999998,2015-12-25T22:59:12,2015-12-25T23:03:16
-275.5,-351.0,100.48700000000001,81.96799999999999,6.63,6.63,8.772,8.772,40.88,40.88,0.22699999999999998,0.22699999999999998,2015-12-25T23:39:48,2015-12-25T23:45:28
-395.0,-260.0,12.254000000000001,86.73299999999999,3.98,3.98,5.707999999999999,5.707999999999999,39.841,39.841,0.22699999999999998,0.22699999999999998,2015-12-26T01:02:40,2015-12-26T01:10:16
-220.0,-239.0,103.036,92.006,,,6.959,6.959,39.841,39.841,0.22699999999999998,0.22699999999999998,2015-12-26T01:32:08,2015-12-26T01:32:36
-273.5,-230.0,112.38799999999999,45.756,3.23,3.23,7.056,7.056,39.843,39.843,0.22699999999999998,0.22699999999999998,2015-12-26T05:18:04,2015-12-26T05:26:24
-234.5,-305.0,75.801,180.342,,,10.89,10.89,39.845,39.845,0.22699999999999998,0.22699999999999998,2015-12-26T08:40:52,2015-12-26T08:51:56
-270.5,-217.0,88.734,80.332,4.14,4.14,8.294,8.294,39.846,39.846,0.22699999999999998,0.22699999999999998,2015-12-26T09:42:20,2015-12-26T09:54:16
-280.0,-263.0,99.62799999999999,89.405,6.05,6.05,8.934,8.934,39.847,39.847,0.22699999999999998,0.22699999999999998,2015-12-26T12:26:04,2015-12-26T12:31:56
-215.0,-326.0,65.625,104.057,,,10.658,10.658,39.848,39.848,0.22699999999999998,0.22699999999999998,2015-12-26T13:27:24,2015-12-26T13:32:56
-296.0,-231.0,92.855,69.782,3.07,3.07,4.192,4.192,39.848,39.848,0.22699999999999998,0.22699999999999998,2015-12-26T14:27:04,2015-12-26T14:31:20
-234.0,-329.0,78.607,100.118,,,8.976,8.976,39.85,39.85,0.22699999999999998,0.22699999999999998,2015-12-26T17:03:12,2015-12-26T17:08:36
-252.0,-309.0,116.054,117.43,4.27,4.27,6.537999999999999,6.537999999999999,39.85,39.85,0.22699999999999998,0.22699999999999998,2015-12-26T17:26:36,2015-12-26T17:29:44
-249.0,-222.0,95.67,69.801,7.015,7.015,5.195,5.195,39.851,39.851,0.22699999999999998,0.22699999999999998,2015-12-26T19:17:32,2015-12-26T19:23:52
-246.5,-380.0,72.133,9.175,,,11.722000000000001,11.722000000000001,39.853,39.853,0.231,0.231,2015-12-26T22:11:40,2015-12-26T22:22:00
-320.0,-211.0,66.967,85.27600000000001,2.86,2.86,3.719,3.719,38.431,38.431,0.233,0.233,2015-12-26T23:35:44,2015-12-26T23:42:12
-276.5,-302.0,44.511,31.096999999999998,5.8,5.8,7.919,7.919,37.467,37.467,0.237,0.237,2015-12-27T02:03:56,2015-12-27T02:04:16
-253.5,-323.0,63.138999999999996,77.346,,,10.219,10.219,37.467,37.467,0.23800000000000002,0.23800000000000002,2015-12-27T02:32:36,2015-12-27T02:40:08
-265.0,-281.0,81.03399999999999,132.656,,,7.541,7.541,37.47,37.47,0.245,0.245,2015-12-27T06:41:08,2015-12-27T06:46:00
-254.0,-305.0,57.32,65.774,,,10.222000000000001,10.222000000000001,37.47,37.47,0.24600000000000002,0.24600000000000002,2015-12-27T07:01:20,2015-12-27T07:07:12
-334.0,-213.0,9.789,65.07600000000001,4.24,4.24,4.155,4.155,37.47,37.47,0.248,0.248,2015-12-27T08:13:04,2015-12-27T08:17:52
-234.0,-333.0,79.238,9.356,,,7.372999999999999,7.372999999999999,37.472,37.472,0.253,0.253,2015-12-27T11:18:20,2015-12-27T11:24:56
-208.5,-287.0,55.7,141.28,,,8.152999999999999,8.152999999999999,37.475,37.475,0.26,0.26,2015-12-27T15:54:12,2015-12-27T15:58:08
-242.0,-260.0,97.758,81.39399999999999,2.245,2.245,4.7,4.7,37.477,37.477,0.267,0.267,2015-12-27T20:03:48,2015-12-27T20:09:00
-200.0,-199.5,13.199000000000002,15.395,8.9,8.9,6.019,6.019,37.478,37.478,0.271,0.271,2015-12-27T22:23:52,2015-12-27T22:23:56
-209.0,-191.0,100.781,45.994,3.68,3.68,3.372,3.372,38.084,38.084,0.292,0.292,2015-12-28T12:01:36,2015-12-28T12:06:36
-195.5,-265.0,10.15,127.944,,,9.886000000000001,9.886000000000001,38.085,38.085,0.29600000000000004,0.29600000000000004,2015-12-28T14:20:20,2015-12-28T14:25:40
-239.0,-262.5,84.398,103.18700000000001,,,5.565,5.565,38.085,38.085,0.29600000000000004,0.29600000000000004,2015-12-28T14:38:56,2015-12-28T14:42:28
-284.0,-284.0,131.352,119.62700000000001,,,3.3339999999999996,3.3339999999999996,38.085,38.085,0.29600000000000004,0.29600000000000004,2015-12-28T14:29:38,2015-12-28T14:34:04
-228.5,-152.0,75.417,32.426,,,4.5,4.5,38.086,38.086,0.299,0.299,2015-12-28T16:27:32,2015-12-28T16:29:04
-193.0,-310.0,52.36600000000001,13.665,,,11.302,11.302,38.088,38.088,0.303,0.303,2015-12-28T18:49:04,2015-12-28T18:58:12
-270.5,-165.5,114.09899999999999,44.206,,,5.247000000000001,5.247000000000001,38.089,38.089,0.306,0.306,2015-12-28T21:01:16,2015-12-28T21:06:36
-192.0,-284.0,21.171,147.814,,,12.597999999999999,12.597999999999999,37.598,37.598,0.31,0.31,2015-12-28T23:12:56,2015-12-28T23:19:12
-230.0,-209.0,75.546,57.166000000000004,,,4.777,4.777,35.808,35.808,0.314,0.314,2015-12-29T01:42:48,2015-12-29T01:45:52
-213.5,-296.0,50.0,77.046,,,11.15,11.15,35.809,35.809,0.317,0.317,2015-12-29T03:53:08,2015-12-29T03:57:52
-249.0,-296.0,7.112,42.401,,,4.672,4.672,35.811,35.811,0.321,0.321,2015-12-29T06:08:56,2015-12-29T06:11:12
-230.0,-263.0,27.485,59.951,,,7.349,7.349,35.812,35.812,0.324,0.324,2015-12-29T08:26:00,2015-12-29T08:31:52
-240.5,-279.0,66.78399999999999,91.506,,,9.73,9.73,35.815,35.815,0.331,0.331,2015-12-29T12:56:12,2015-12-29T13:02:28
-283.5,-310.5,5.888,26.269000000000002,,,5.167000000000001,5.167000000000001,35.816,35.816,0.33399999999999996,0.33399999999999996,2015-12-29T15:04:36,2015-12-29T15:08:28
-268.0,-280.5,84.698,82.944,,,7.375,7.375,35.818000000000005,35.818000000000005,0.33799999999999997,0.33799999999999997,2015-12-29T17:24:24,2015-12-29T17:32:44
-269.0,-153.0,5.694,35.015,6.415,6.415,4.144,4.144,35.819,35.819,0.341,0.341,2015-12-29T19:41:56,2015-12-29T19:46:24
-227.5,-189.0,44.787,49.504,,,9.097000000000001,9.097000000000001,35.82,35.82,0.344,0.344,2015-12-29T21:49:00,2015-12-29T22:04:40
-295.0,-170.0,4.718999999999999,47.688,,,3.551,3.551,34.486,34.486,0.348,0.348,2015-12-30T00:20:40,2015-12-30T00:25:32
-206.5,-289.0,46.876999999999995,97.234,,,8.526,8.526,34.486999999999995,34.486999999999995,0.35100000000000003,0.35100000000000003,2015-12-30T02:26:52,2015-12-30T02:32:24
-207.0,-208.0,59.433,84.124,,,7.995,7.995,34.489000000000004,34.489000000000004,0.355,0.355,2015-12-30T05:05:04,2015-12-30T05:07:28
-203.0,-268.0,60.161,59.437,,,8.096,8.096,34.49,34.49,0.358,0.358,2015-12-30T06:54:32,2015-12-30T06:59:52
-216.5,-274.0,33.561,80.847,,,8.899,8.899,34.493,34.493,0.365,0.365,2015-12-30T11:18:20,2015-12-30T11:24:16
-261.5,-116.15,41.336000000000006,136.399,,,9.846,9.846,34.494,34.494,0.368,0.368,2015-12-30T13:59:16,2015-12-30T14:10:12
-227.0,-271.0,55.263999999999996,52.937,,,9.597000000000001,9.597000000000001,34.495,34.495,0.371,0.371,2015-12-30T15:45:40,2015-12-30T15:52:28
-296.0,-273.5,4.388999999999999,12.314,5.8,5.8,3.438,3.438,34.497,34.497,0.375,0.375,2015-12-30T18:20:48,2015-12-30T18:24:52
-204.0,-222.0,81.028,88.431,,,4.558,4.558,34.497,34.497,0.375,0.375,2015-12-30T18:44:48,2015-12-30T18:46:56
-217.0,-264.5,51.973,54.021,,,6.803,6.803,34.498000000000005,34.498000000000005,0.37799999999999995,0.37799999999999995,2015-12-30T20:17:28,2015-12-30T20:22:28
-229.5,-177.0,77.014,65.825,,,4.309,4.309,34.5,34.5,0.382,0.382,2015-12-30T22:59:24,2015-12-30T23:01:04
-214.0,-268.0,74.554,55.986000000000004,,,7.64,7.64,32.708,32.708,0.385,0.385,2015-12-31T00:54:32,2015-12-31T01:00:08
-225.0,-163.5,63.826,50.473,,,4.644,4.644,32.711999999999996,32.711999999999996,0.395,0.395,2015-12-31T08:00:56,2015-12-31T08:03:08
-205.5,-301.0,30.513,7.04,,,9.004,9.004,32.713,32.713,0.397,0.397,2015-12-31T10:00:52,2015-12-31T10:06:32
-305.0,-190.5,4.58,40.928000000000004,,,3.9589999999999996,3.9589999999999996,32.714,32.714,0.4,0.4,2015-12-31T12:04:32,2015-12-31T12:14:52
-278.5,-296.5,110.435,5.462000000000001,,,12.895999999999999,12.895999999999999,32.716,32.716,0.40399999999999997,0.40399999999999997,2015-12-31T14:52:20,2015-12-31T14:58:36
-290.5,-196.0,4.736000000000001,126.17200000000001,4.86,4.86,5.245,5.245,32.717,32.717,0.40700000000000003,0.40700000000000003,2015-12-31T16:38:04,2015-12-31T16:42:20
-200.0,-281.0,30.441,44.449,,,12.88,12.88,32.719,32.719,0.41,0.41,2015-12-31T19:09:44,2015-12-31T19:16:56
-202.0,-307.0,37.084,5.952999999999999,,,13.987,13.987,33.329,33.329,0.41700000000000004,0.41700000000000004,2015-12-31T23:49:20,2015-12-31T23:56:00
